source,destination,journey_date,airline,stops,seasonality,price
Meerut,Nanded,2021-05-30,Go First,0,1,5923
Jalandhar,Jammu,2022-01-16,Go First,1,1,7311
Patna,Jammu,2021-03-29,AirAsia,1,0,4568
Solapur,Bhopal,2023-05-04,SpiceJet,2,1,7790
Tiruchirappalli,Jamnagar,2022-11-26,AirAsia,2,1,9361
Udaipur,Vadodara,2023-06-27,SpiceJet,1,1,6589
Dharwad,Nagpur,2021-12-08,SpiceJet,0,1,5213
Rourkela,Ujjain,2024-01-01,AirAsia,1,1,7052
Kakinada,Raipur,2022-03-26,Go First,0,0,5788
Kannur,Guntur,2021-06-07,AirAsia,1,1,7071
Nellore,Itanagar,2026-03-08,Vistara,1,0,9291
Visakhapatnam,Patna,2024-04-23,SpiceJet,1,0,6219
Panaji,Varanasi,2025-12-15,IndiGo,1,1,9562
Rajahmundry,Patna,2025-04-03,Vistara,0,0,8259
Jabalpur,Prayagraj,2022-12-22,Go First,1,1,6300
Pondicherry,Varanasi,2023-03-18,Vistara,1,0,8821
Nellore,Lucknow,2024-05-17,SpiceJet,0,1,6871
Allahabad,Solapur,2025-04-30,IndiGo,1,0,7644
Gaya,Gorakhpur,2021-05-14,IndiGo,0,1,5697
Chennai,Nellore,2023-12-31,SpiceJet,2,1,7205
Quilon,Calicut,2024-07-04,Vistara,2,0,7777
Dhanbad,Durgapur,2021-03-30,AirAsia,1,0,4944
Pune,Kottayam,2021-10-31,AirAsia,1,0,5249
Itanagar,Salem,2026-04-19,Air India,2,0,10050
Solapur,Gaya,2026-02-05,Vistara,1,0,7251
Prayagraj,Coimbatore,2022-04-23,Air India,0,0,6935
Solapur,Delhi,2025-05-27,Go First,1,1,6455
Jalandhar,Palakkad,2024-10-22,AirAsia,1,0,7809
Prayagraj,Guntur,2023-12-04,Vistara,0,1,7478
Faridabad,Jamshedpur,2026-06-26,Vistara,1,1,8695
Moradabad,Rourkela,2023-11-01,IndiGo,0,1,7109
Ambala,Indore,2021-01-26,IndiGo,0,1,5983
Kurnool,Chandigarh,2021-08-16,Go First,1,0,6115
Kottayam,Agra,2025-12-07,AirAsia,0,1,8124
Belgaum,Calicut,2026-11-23,SpiceJet,2,1,8170
Raipur,Tirunelveli,2026-05-01,SpiceJet,1,1,8569
Nanded,Jalandhar,2025-09-28,SpiceJet,1,0,6851
Kanpur,Raipur,2024-06-01,AirAsia,1,1,8953
Prayagraj,Mangalore,2025-02-21,IndiGo,2,0,8546
Kannur,Gwalior,2022-01-27,Vistara,0,1,8010
Vellore,Guwahati,2022-08-03,AirAsia,0,0,5646
Coimbatore,Bareilly,2021-05-09,AirAsia,1,1,8558
Pune,Kota,2024-12-09,Vistara,0,1,9931
Indore,Madurai,2024-05-03,Go First,1,1,6502
Nellore,Udaipur,2024-01-23,Air India,2,1,9545
Faridabad,Kanpur,2024-05-15,IndiGo,1,1,6921
Meerut,Visakhapatnam,2022-03-17,Go First,1,0,7501
Dhanbad,Warangal,2025-12-16,Go First,1,1,9364
Coimbatore,Shimla,2021-10-25,Vistara,1,0,8365
Jalandhar,Gaya,2026-09-15,AirAsia,0,0,7856
Vellore,Delhi,2023-07-30,SpiceJet,1,0,4866
Kochi,Nellore,2022-08-31,Air India,0,0,6225
Patna,Kanpur,2021-09-12,Go First,1,0,4724
Faridabad,Shimla,2026-04-11,AirAsia,1,0,8514
Madurai,Mangalore,2023-05-01,Air India,1,1,8999
Ratnagiri,Patna,2025-03-11,Go First,2,0,6401
Chennai,Imphal,2021-05-12,IndiGo,0,1,7712
Quilon,Faridabad,2023-10-18,AirAsia,1,0,6447
Jalandhar,Belgaum,2022-03-19,Go First,1,0,4625
Chennai,Thiruvananthapuram,2024-05-03,Go First,2,1,9421
Dharwad,Noida,2022-10-27,IndiGo,1,0,6473
Tirupati,Thrissur,2026-12-11,IndiGo,0,1,6610
Kollam,Calicut,2021-08-29,SpiceJet,0,0,5075
Shimla,Ujjain,2024-07-10,IndiGo,1,0,5573
Belgaum,Ludhiana,2024-08-29,SpiceJet,1,0,7423
Palakkad,Warangal,2022-11-03,Vistara,2,1,9594
Nanded,Rourkela,2022-11-13,Vistara,2,1,8532
Calicut,Aurangabad,2025-05-17,Air India,0,1,8005
Rajkot,Delhi,2022-05-26,Go First,2,1,9451
Agra,Pondicherry,2021-08-06,Go First,1,0,5541
Amritsar,Lucknow,2023-09-13,Vistara,1,0,6214
Madurai,Udaipur,2021-11-20,Go First,2,1,8232
Siliguri,Kakinada,2022-04-19,Go First,0,0,6216
Madurai,Jamnagar,2024-09-17,Air India,1,0,8177
Vijayawada,Solapur,2026-05-26,AirAsia,2,1,9276
Moradabad,Rajahmundry,2021-09-22,IndiGo,1,0,7050
Patna,Visakhapatnam,2025-07-22,IndiGo,0,0,5757
Bareilly,Dehradun,2021-06-25,IndiGo,0,1,5798
Dharwad,Bhopal,2023-11-07,IndiGo,2,1,9843
Ludhiana,Ambala,2021-10-27,Go First,2,0,5438
Moradabad,Bhubaneswar,2023-07-09,AirAsia,1,0,6959
Kollam,Patna,2021-06-03,AirAsia,1,1,6630
Jammu,Ujjain,2026-06-04,SpiceJet,1,1,9691
Aurangabad,Visakhapatnam,2024-12-13,Go First,2,1,9226
Noida,Jabalpur,2021-06-12,SpiceJet,0,1,4523
Kurnool,Dehradun,2024-12-04,Go First,2,1,10003
Kollam,Shimla,2024-03-14,Go First,2,0,6149
Thrissur,Panaji,2021-08-20,Vistara,1,0,6582
Chennai,Kolkata,2025-02-28,Vistara,1,0,6762
Siliguri,Ahmedabad,2023-10-13,Go First,2,0,5931
Allahabad,Kollam,2025-09-11,Air India,1,0,10616
Rourkela,Durgapur,2024-04-22,IndiGo,2,0,6808
Agra,Allahabad,2022-03-01,Air India,1,0,8769
Kolkata,Bhopal,2021-10-31,Go First,0,0,6266
Madurai,Mangalore,2025-10-06,AirAsia,2,0,7591
Prayagraj,Rajahmundry,2021-07-09,SpiceJet,1,0,6350
Ranchi,Aurangabad,2022-05-14,Go First,0,1,6874
Kota,Indore,2021-10-25,Vistara,0,0,4946
Shimla,Amritsar,2025-07-24,Vistara,1,0,9402
Salem,Nellore,2021-01-25,SpiceJet,1,1,7941
Tirunelveli,Gwalior,2023-08-15,Vistara,1,0,7709
Ambala,Noida,2024-10-17,Air India,0,0,7668
Durgapur,Srinagar,2023-08-03,SpiceJet,1,0,5081
Noida,Vadodara,2021-05-08,Go First,1,1,5060
Warangal,Chandigarh,2026-01-20,SpiceJet,1,1,8488
Ujjain,Kannur,2026-08-29,Vistara,1,0,8867
Belgaum,Bikaner,2021-08-19,Vistara,1,0,8746
Thiruvananthapuram,Nagpur,2022-10-02,SpiceJet,2,0,4706
Bareilly,Rourkela,2022-10-20,AirAsia,0,0,3607
Kottayam,Siliguri,2021-03-22,Go First,2,0,7646
Tirupati,Indore,2022-05-14,SpiceJet,1,1,7746
Agra,Patna,2026-02-13,Vistara,1,0,6915
Srinagar,Bikaner,2022-11-24,Go First,1,1,6668
Rajahmundry,Panaji,2023-07-17,SpiceJet,1,0,7187
Jamnagar,Kannur,2024-02-23,SpiceJet,0,0,5411
Vellore,Jamshedpur,2022-01-10,Air India,0,1,8201
Jamnagar,Kanpur,2021-11-21,Air India,1,1,9045
Chennai,Ludhiana,2021-12-25,IndiGo,0,1,6414
Bikaner,Ujjain,2021-12-23,IndiGo,1,1,8461
Tirupati,Surat,2023-10-14,IndiGo,1,0,4227
Palakkad,Gaya,2023-08-05,AirAsia,2,0,7087
Dhanbad,Mysore,2021-02-26,Air India,0,0,6000
Asansol,Dharwad,2022-02-26,SpiceJet,0,0,6030
Hubli,Mysore,2021-11-15,IndiGo,1,1,5316
Dharwad,Bareilly,2021-10-19,Vistara,2,0,7291
Nanded,Visakhapatnam,2025-09-23,Air India,0,0,9343
Vijayawada,Mysore,2024-02-22,Air India,1,0,6584
Gaya,Hubli,2023-08-27,Vistara,0,0,6747
Palakkad,Coimbatore,2022-08-08,AirAsia,1,0,5378
Jalandhar,Quilon,2022-02-20,Air India,2,0,6743
Jaipur,Kannur,2025-03-17,IndiGo,2,0,9206
Kurnool,Nanded,2022-08-08,Air India,1,0,5526
Kota,Meerut,2025-02-17,AirAsia,1,0,5279
Chandigarh,Gwalior,2026-05-13,Air India,1,1,9174
Delhi,Kurnool,2022-12-08,SpiceJet,1,1,7166
Guntur,Vadodara,2022-10-29,SpiceJet,1,0,6391
Dehradun,Bikaner,2021-04-11,SpiceJet,0,0,5408
Dehradun,Ratnagiri,2026-01-23,Vistara,1,1,9159
Pune,Jamnagar,2021-07-16,Air India,1,0,6836
Kota,Amritsar,2021-09-15,SpiceJet,2,0,4984
Shimla,Patna,2021-01-20,AirAsia,2,1,6460
Raipur,Hyderabad,2025-06-23,Vistara,2,1,11402
Bhubaneswar,Kurnool,2023-03-22,AirAsia,2,0,7383
Surat,Jaipur,2022-02-03,Go First,2,0,6754
Calicut,Salem,2021-03-21,Air India,1,0,5624
Aurangabad,Dehradun,2025-02-14,Vistara,1,0,7086
Kanpur,Pune,2024-07-03,Vistara,2,0,9846
Visakhapatnam,Mysore,2022-07-17,Air India,2,0,7038
Erode,Tirunelveli,2024-09-24,SpiceJet,1,0,7625
Thiruvananthapuram,Faridabad,2021-09-29,Vistara,1,0,6074
Jhansi,Faridabad,2026-04-20,AirAsia,2,0,9902
Thiruvananthapuram,Jalandhar,2024-07-10,Vistara,0,0,5611
Ambala,Kottayam,2022-03-26,Vistara,1,0,6223
Chandigarh,Jamnagar,2022-01-30,Go First,2,1,9467
Surat,Nagpur,2026-12-01,AirAsia,2,1,10194
Belgaum,Gaya,2022-06-30,IndiGo,0,1,6655
Tiruchirappalli,Itanagar,2022-03-26,Air India,1,0,5727
Panaji,Lucknow,2026-12-01,Air India,1,1,9134
Prayagraj,Tezpur,2021-02-23,IndiGo,0,0,4304
Jaipur,Bikaner,2022-02-20,Vistara,1,0,7654
Kochi,Rajahmundry,2024-03-27,Vistara,1,0,6064
Thrissur,Kollam,2026-11-23,AirAsia,2,1,8286
Faridabad,Tirunelveli,2025-05-05,Vistara,1,1,10493
Jaipur,Nanded,2026-12-24,IndiGo,1,1,9731
Asansol,Jabalpur,2023-09-19,IndiGo,0,0,4911
Raipur,Chandigarh,2024-09-22,Vistara,1,0,9337
Faridabad,Allahabad,2025-08-12,Go First,2,0,7802
Vellore,Vadodara,2021-09-04,IndiGo,0,0,5718
Pondicherry,Allahabad,2022-08-08,Go First,1,0,4933
Kannur,Salem,2021-12-24,SpiceJet,2,1,8247
Quilon,Jabalpur,2022-01-24,IndiGo,0,1,8388
Moradabad,Gorakhpur,2022-10-28,Vistara,1,0,7061
Aurangabad,Jabalpur,2025-12-05,SpiceJet,2,1,10990
Visakhapatnam,Udaipur,2026-05-22,Go First,2,1,8056
Asansol,Hyderabad,2023-01-11,IndiGo,1,1,8137
Belgaum,Ambala,2023-08-16,SpiceJet,2,0,7887
Kannur,Raipur,2021-08-07,SpiceJet,1,0,6199
Guntur,Mangalore,2022-04-18,IndiGo,1,0,6491
Ambala,Thiruvananthapuram,2021-06-09,SpiceJet,1,1,7376
Mangalore,Durgapur,2024-05-16,AirAsia,1,1,8837
Ludhiana,Ranchi,2024-06-28,AirAsia,0,1,8535
Durgapur,Patna,2023-03-22,Go First,1,0,5217
Solapur,Nashik,2025-08-20,SpiceJet,1,0,7951
Srinagar,Nanded,2025-06-16,IndiGo,1,1,8945
Guntur,Ambala,2025-05-21,SpiceJet,0,1,8680
Noida,Nagpur,2021-02-11,Air India,0,0,5407
Jabalpur,Bareilly,2026-09-10,Vistara,0,0,9377
Pondicherry,Jhansi,2025-04-05,AirAsia,1,0,8273
Asansol,Nashik,2024-04-07,SpiceJet,1,0,6884
Gwalior,Pune,2021-09-01,Go First,1,0,5837
Bhavnagar,Hyderabad,2026-06-08,IndiGo,1,1,6804
Coimbatore,Ujjain,2021-03-02,Go First,0,0,3832
Indore,Udaipur,2021-05-16,SpiceJet,1,1,4959
Ludhiana,Varanasi,2024-07-21,IndiGo,1,0,5799
Thiruvananthapuram,Vijayawada,2026-09-23,Air India,1,0,7826
Warangal,Meerut,2024-01-17,Go First,1,1,6278
Asansol,Jaipur,2022-07-17,Vistara,1,0,6589
Bhavnagar,Indore,2026-09-05,Go First,1,0,7699
Noida,Guwahati,2025-12-14,Air India,1,1,8707
Coimbatore,Kakinada,2024-02-04,Go First,0,0,6313
Varanasi,Rourkela,2023-05-29,Go First,2,1,8059
Vellore,Imphal,2023-02-04,Vistara,1,0,9230
Varanasi,Gorakhpur,2023-11-03,AirAsia,2,1,9921
Tirupati,Allahabad,2025-07-25,IndiGo,1,0,5446
Bareilly,Jabalpur,2023-04-07,Air India,1,0,9065
Sangli,Tiruchirappalli,2024-12-19,Go First,2,1,7396
Bhubaneswar,Aurangabad,2026-10-24,IndiGo,0,0,4430
Jamshedpur,Gwalior,2024-04-22,Vistara,1,0,7220
Ranchi,Jamshedpur,2021-10-07,Air India,1,0,6910
Jamnagar,Kannur,2025-10-14,Go First,1,0,7474
Sangli,Nellore,2021-12-13,Go First,1,1,6380
Jhansi,Kottayam,2024-09-25,Air India,1,0,7621
Erode,Prayagraj,2024-08-04,Go First,0,0,4320
Noida,Rourkela,2021-08-10,Air India,1,0,6142
Varanasi,Shimla,2023-09-27,SpiceJet,2,0,6799
Ujjain,Agra,2023-06-06,Air India,1,1,8425
Sangli,Thiruvananthapuram,2024-01-29,IndiGo,0,1,6621
Amritsar,Kottayam,2022-08-29,AirAsia,1,0,7469
Jaipur,Calicut,2025-02-23,Vistara,1,0,8252
Palakkad,Bhubaneswar,2022-11-07,SpiceJet,1,1,5398
Aurangabad,Dharwad,2026-07-07,AirAsia,1,0,7255
Nellore,Udaipur,2021-05-18,SpiceJet,1,1,7687
Patna,Agra,2024-09-14,SpiceJet,2,0,6150
Kurnool,Jhansi,2024-01-12,SpiceJet,0,1,7640
Dhanbad,Chennai,2025-12-22,SpiceJet,1,1,9325
Shimla,Jabalpur,2021-01-25,Go First,1,1,6287
Asansol,Bareilly,2023-12-28,Air India,1,1,9810
Hyderabad,Kannur,2023-09-15,SpiceJet,2,0,6521
Meerut,Jhansi,2025-09-24,Go First,1,0,7822
Allahabad,Bangalore,2025-04-22,Go First,1,0,5443
Warangal,Hyderabad,2025-08-04,IndiGo,1,0,6052
Prayagraj,Solapur,2024-04-12,Air India,2,0,9435
Dhanbad,Solapur,2024-12-14,SpiceJet,2,1,8480
Tezpur,Nellore,2021-10-05,Vistara,2,0,8258
Amritsar,Calicut,2026-06-13,AirAsia,0,1,7398
Ratnagiri,Pondicherry,2026-12-10,IndiGo,1,1,7488
Hyderabad,Tirunelveli,2026-02-11,Go First,2,0,6302
Erode,Palakkad,2024-08-01,IndiGo,1,0,7235
Bhubaneswar,Thrissur,2021-05-21,Air India,2,1,8199
Nellore,Dhanbad,2025-02-04,SpiceJet,1,0,6764
Imphal,Panaji,2025-07-18,AirAsia,0,0,3521
Jamshedpur,Coimbatore,2026-12-28,Vistara,2,1,10041
Jabalpur,Bareilly,2025-05-12,IndiGo,2,1,9682
Kota,Ratnagiri,2022-07-23,Air India,1,0,9342
Solapur,Guntur,2021-11-11,SpiceJet,0,1,4552
Panaji,Indore,2021-05-24,IndiGo,1,1,7563
Guwahati,Varanasi,2022-03-09,IndiGo,1,0,7266
Siliguri,Surat,2026-03-08,Go First,0,0,5055
Ratnagiri,Guntur,2026-06-16,IndiGo,0,1,6571
Amritsar,Ludhiana,2024-03-12,Air India,2,0,6946
Jalandhar,Itanagar,2024-06-05,Go First,2,1,9814
Kanpur,Guwahati,2024-04-28,SpiceJet,1,0,7157
Panaji,Surat,2025-04-11,Vistara,1,0,8166
Ujjain,Imphal,2025-01-07,Go First,2,1,10215
Mangalore,Varanasi,2024-02-22,Air India,0,0,8845
Panaji,Allahabad,2026-05-21,AirAsia,1,1,9449
Ambala,Thiruvananthapuram,2021-12-04,Air India,0,1,8718
Agra,Aurangabad,2023-05-02,Vistara,0,1,9147
Guwahati,Itanagar,2025-01-08,Vistara,0,1,7960
Jamshedpur,Allahabad,2021-03-30,SpiceJet,1,0,4745
Tirupati,Palakkad,2022-12-10,IndiGo,1,1,7845
Visakhapatnam,Quilon,2021-11-01,IndiGo,0,1,6763
Rajkot,Guwahati,2022-10-17,IndiGo,2,0,6181
Jhansi,Shimla,2024-11-20,Air India,0,1,9510
Meerut,Tezpur,2024-01-01,Vistara,1,1,10034
Amritsar,Kollam,2025-10-17,IndiGo,0,0,5748
Quilon,Tiruchirappalli,2025-04-27,SpiceJet,0,0,5853
Panaji,Durgapur,2025-08-14,Go First,1,0,6668
Ratnagiri,Dehradun,2023-07-22,SpiceJet,1,0,6950
Moradabad,Aurangabad,2022-04-09,Vistara,2,0,7414
Mysore,Warangal,2021-03-08,IndiGo,1,0,4774
Tezpur,Bhubaneswar,2024-04-23,Go First,1,0,6599
Kota,Coimbatore,2021-02-13,IndiGo,1,0,5688
Kottayam,Solapur,2023-02-02,IndiGo,0,0,3490
Visakhapatnam,Bhavnagar,2024-12-19,SpiceJet,1,1,7771
Mysore,Meerut,2026-06-27,Vistara,0,1,9592
Amritsar,Palakkad,2022-09-05,Vistara,0,0,4826
Mumbai,Kolkata,2023-05-07,IndiGo,1,1,8364
Ambala,Varanasi,2026-11-08,AirAsia,1,1,9156
Dehradun,Gwalior,2022-12-10,SpiceJet,1,1,6168
Quilon,Bhubaneswar,2025-12-25,SpiceJet,1,1,8305
Kannur,Erode,2021-02-11,Go First,2,0,5901
Guntur,Nanded,2026-05-16,Air India,2,1,11328
Prayagraj,Raipur,2021-12-07,Go First,1,1,7023
Kurnool,Bhopal,2024-10-21,IndiGo,2,0,6554
Calicut,Raipur,2026-06-14,SpiceJet,0,1,7399
Kakinada,Bhavnagar,2024-11-26,Go First,1,1,8268
Tiruchirappalli,Dhanbad,2026-01-11,Vistara,0,1,11135
Dehradun,Meerut,2023-06-16,Go First,1,1,7743
Lucknow,Pune,2021-11-20,IndiGo,1,1,5374
Guwahati,Rajkot,2022-10-15,IndiGo,0,0,5013
Ranchi,Moradabad,2022-04-27,Vistara,2,0,6815
Madurai,Indore,2021-02-01,AirAsia,1,0,4741
Jammu,Pondicherry,2024-08-08,Go First,0,0,7546
Mangalore,Thrissur,2022-06-29,Air India,1,1,7501
Jamshedpur,Tirupati,2025-07-28,Vistara,1,0,7839
Bhavnagar,Tirunelveli,2021-01-12,Go First,2,1,7666
Gorakhpur,Mysore,2024-12-28,Go First,1,1,6503
Kota,Chennai,2022-10-27,Air India,1,0,7310
Rajahmundry,Visakhapatnam,2022-06-24,Go First,2,1,7009
Vijayawada,Jamshedpur,2021-05-27,Air India,0,1,7935
Delhi,Asansol,2026-03-10,SpiceJet,0,0,7365
Solapur,Kota,2026-07-03,IndiGo,0,0,4837
Jammu,Kanpur,2022-08-13,Go First,1,0,4274
Ahmedabad,Asansol,2023-12-14,Go First,0,1,7942
Jamshedpur,Jamnagar,2023-01-01,Vistara,1,1,7036
Pune,Jabalpur,2023-12-05,Go First,1,1,7319
Jodhpur,Udaipur,2025-03-30,IndiGo,2,0,8374
Chennai,Nashik,2026-06-07,Go First,2,1,9606
Bhopal,Dehradun,2025-02-22,Vistara,1,0,9504
Jodhpur,Bangalore,2026-06-05,Air India,2,1,11438
Patna,Bhopal,2025-11-14,Vistara,2,1,9608
Kolkata,Dharwad,2022-02-12,SpiceJet,1,0,5464
Mysore,Srinagar,2022-10-09,IndiGo,2,0,8041
Indore,Mysore,2026-09-05,SpiceJet,0,0,7076
Jabalpur,Jamshedpur,2022-12-31,AirAsia,0,1,6349
Bhopal,Kota,2022-04-08,Vistara,0,0,4464
Kakinada,Bhubaneswar,2023-02-16,Air India,1,0,5584
Coimbatore,Guwahati,2026-10-23,IndiGo,1,0,6015
Gorakhpur,Chennai,2021-02-10,IndiGo,1,0,6438
Salem,Bhubaneswar,2025-01-01,SpiceJet,1,1,6819
Salem,Tirunelveli,2026-02-01,SpiceJet,0,0,6636
Ahmedabad,Gaya,2022-12-31,Air India,0,1,7395
Erode,Jammu,2021-06-26,IndiGo,1,1,6567
Tiruchirappalli,Ranchi,2022-04-28,SpiceJet,1,0,5450
Pondicherry,Vadodara,2024-06-08,Vistara,0,1,7532
Bhubaneswar,Jhansi,2021-03-17,SpiceJet,2,0,6052
Visakhapatnam,Tirupati,2022-12-21,Go First,1,1,6140
Ludhiana,Thiruvananthapuram,2026-05-02,Air India,1,1,11045
Prayagraj,Vadodara,2023-07-13,AirAsia,1,0,6779
Rajkot,Imphal,2022-09-12,AirAsia,1,0,5181
Kottayam,Jabalpur,2023-07-25,Air India,1,0,8230
Madurai,Guntur,2021-11-07,AirAsia,2,1,5380
Itanagar,Imphal,2023-07-03,Go First,1,0,6387
Thiruvananthapuram,Tirupati,2024-02-12,Air India,0,0,7513
Bikaner,Gaya,2024-11-26,SpiceJet,1,1,6065
Mysore,Jamnagar,2023-02-24,Vistara,1,0,7538
Tirupati,Belgaum,2026-09-21,Vistara,0,0,9501
Kurnool,Lucknow,2024-03-26,Go First,1,0,7922
Kochi,Moradabad,2021-04-20,IndiGo,1,0,5363
Dehradun,Kota,2023-01-31,IndiGo,0,1,5991
Shimla,Gorakhpur,2026-08-20,IndiGo,0,0,6879
Srinagar,Bikaner,2024-05-09,Go First,0,1,5841
Durgapur,Thiruvananthapuram,2023-10-16,Go First,1,0,6088
Kota,Quilon,2022-12-28,IndiGo,1,1,5979
Madurai,Solapur,2021-04-06,Go First,1,0,6809
Kochi,Chandigarh,2026-12-12,Air India,1,1,8976
Ranchi,Rajkot,2026-08-13,Air India,1,0,8490
Kakinada,Asansol,2022-12-24,Go First,2,1,9330
Jabalpur,Surat,2021-07-21,AirAsia,2,0,6883
Indore,Nashik,2022-03-14,Vistara,1,0,8332
Ludhiana,Surat,2024-03-20,Vistara,2,0,10606
Kottayam,Noida,2023-08-12,Air India,2,0,9695
Moradabad,Noida,2026-07-19,Vistara,0,0,6667
Visakhapatnam,Solapur,2023-02-10,Go First,1,0,7014
Calicut,Allahabad,2024-06-23,Go First,0,1,5255
Bareilly,Siliguri,2026-12-18,IndiGo,1,1,8652
Udaipur,Lucknow,2021-08-06,Vistara,1,0,7615
Thiruvananthapuram,Belgaum,2023-05-05,Vistara,0,1,9036
Tezpur,Vadodara,2025-12-22,Vistara,2,1,9374
Dehradun,Chennai,2023-07-05,AirAsia,1,0,7299
Calicut,Belgaum,2025-02-15,AirAsia,1,0,5947
Itanagar,Jhansi,2025-11-24,IndiGo,1,1,6730
Pondicherry,Nagpur,2022-08-19,Air India,2,0,7551
Visakhapatnam,Jodhpur,2025-04-15,Vistara,1,0,8338
Udaipur,Siliguri,2021-04-29,SpiceJet,1,0,6089
Panaji,Durgapur,2025-08-01,AirAsia,1,0,5377
Jammu,Surat,2023-08-16,SpiceJet,0,0,4135
Moradabad,Gaya,2026-10-26,Go First,2,0,9028
Bikaner,Indore,2025-04-26,Vistara,2,0,10995
Nashik,Pondicherry,2025-01-17,IndiGo,2,1,8427
Srinagar,Kakinada,2022-10-28,Air India,2,0,9476
Kanpur,Varanasi,2021-11-27,IndiGo,0,1,4292
Patna,Dharwad,2022-12-23,SpiceJet,0,1,5754
Mumbai,Kochi,2022-03-14,Vistara,1,0,6991
Rourkela,Jamnagar,2022-04-04,Air India,1,0,6716
Moradabad,Thiruvananthapuram,2023-07-08,Vistara,1,0,7323
Durgapur,Bhubaneswar,2023-01-07,Vistara,0,1,6672
Jammu,Guntur,2025-05-21,SpiceJet,2,1,8800
Ahmedabad,Sangli,2023-02-19,Go First,2,0,7375
Hubli,Salem,2023-03-13,SpiceJet,1,0,6063
Nanded,Bareilly,2025-05-19,Air India,0,1,10625
Salem,Noida,2024-12-05,SpiceJet,2,1,10129
Bhavnagar,Quilon,2021-07-05,Vistara,1,0,8053
Jhansi,Bhopal,2023-08-10,SpiceJet,1,0,5762
Rajahmundry,Faridabad,2024-03-09,Air India,1,0,8992
Tirupati,Kakinada,2023-03-07,Go First,2,0,7245
Gorakhpur,Ahmedabad,2026-01-22,SpiceJet,1,1,8645
Ludhiana,Hyderabad,2024-02-21,AirAsia,2,0,9302
Nagpur,Thiruvananthapuram,2023-10-12,Air India,1,0,7637
Rourkela,Kollam,2023-04-15,AirAsia,1,0,5565
Udaipur,Gwalior,2024-01-09,Air India,0,1,9505
Palakkad,Solapur,2026-11-16,IndiGo,1,1,9261
Mysore,Hubli,2021-12-15,Air India,1,1,8041
Calicut,Vellore,2023-03-07,Go First,1,0,6424
Kolkata,Pondicherry,2024-05-08,Air India,0,1,9106
Bhavnagar,Shimla,2021-10-05,Vistara,1,0,6302
Aurangabad,Guntur,2023-04-25,SpiceJet,1,0,4640
Siliguri,Mumbai,2025-02-20,SpiceJet,1,0,6370
Tezpur,Guntur,2025-02-12,IndiGo,2,0,7160
Meerut,Belgaum,2021-09-27,Air India,2,0,7827
Allahabad,Imphal,2021-05-13,IndiGo,1,1,5345
Coimbatore,Bhavnagar,2025-02-15,SpiceJet,2,0,9188
Solapur,Jamnagar,2026-01-06,Go First,0,1,5970
Ahmedabad,Madurai,2022-10-08,SpiceJet,0,0,4441
Tiruchirappalli,Pondicherry,2021-12-12,Go First,0,1,4334
Aurangabad,Surat,2025-06-29,SpiceJet,1,1,8663
Kota,Hubli,2026-05-10,SpiceJet,2,1,11044
Coimbatore,Vellore,2022-07-02,Go First,0,0,3799
Dhanbad,Noida,2024-09-20,AirAsia,0,0,5183
Visakhapatnam,Thiruvananthapuram,2021-11-27,AirAsia,0,1,5432
Raipur,Madurai,2024-06-19,AirAsia,2,1,9967
Panaji,Rajahmundry,2025-03-15,Go First,2,0,8248
Guwahati,Agra,2026-06-28,IndiGo,1,1,8385
Gaya,Tezpur,2023-01-18,Go First,0,1,5966
Ahmedabad,Nagpur,2026-08-28,AirAsia,2,0,8188
Jamnagar,Durgapur,2025-02-19,Air India,1,0,7102
Dharwad,Kurnool,2025-10-11,Vistara,1,0,6297
Ludhiana,Moradabad,2025-03-25,IndiGo,0,0,5417
Vadodara,Ratnagiri,2024-12-31,IndiGo,0,1,6845
Shimla,Kottayam,2025-11-17,Vistara,1,1,9810
Visakhapatnam,Vellore,2025-12-05,Air India,0,1,10316
Nanded,Bareilly,2022-04-06,Air India,1,0,6832
Gorakhpur,Kollam,2026-03-04,IndiGo,1,0,8287
Moradabad,Calicut,2024-04-08,IndiGo,0,0,4768
Visakhapatnam,Gwalior,2025-05-30,Vistara,1,1,11189
Jalandhar,Ratnagiri,2026-02-25,Vistara,1,0,9613
Warangal,Rourkela,2023-12-15,SpiceJet,2,1,6669
Noida,Dhanbad,2021-05-23,SpiceJet,1,1,7531
Kollam,Belgaum,2024-12-27,Go First,1,1,6410
Kota,Kolkata,2023-05-08,Vistara,2,1,8337
Hubli,Jodhpur,2024-11-28,SpiceJet,0,1,7056
Siliguri,Indore,2025-11-05,AirAsia,1,1,8023
Durgapur,Chandigarh,2023-08-05,AirAsia,1,0,4793
Panaji,Quilon,2025-03-17,Go First,1,0,6879
Nellore,Mysore,2021-12-13,SpiceJet,2,1,5846
Bareilly,Jabalpur,2022-04-03,SpiceJet,1,0,3831
Itanagar,Srinagar,2021-07-30,Go First,1,0,4791
Kota,Indore,2026-07-03,IndiGo,1,0,7860
Kota,Kollam,2026-08-30,AirAsia,0,0,4323
Gorakhpur,Allahabad,2024-12-23,SpiceJet,1,1,6206
Erode,Vellore,2022-06-01,AirAsia,2,1,9034
Jalandhar,Kolkata,2025-03-24,IndiGo,1,0,5767
Bhavnagar,Raipur,2022-12-24,Vistara,2,1,9841
Jamshedpur,Tezpur,2025-05-02,IndiGo,0,1,6622
Jammu,Gwalior,2022-08-23,SpiceJet,1,0,6183
